#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AADACL2	SUCNR1	9606.ENSP00000348911	9606.ENSP00000355156	0	0	0	0	0.054	0	0	0.714	0.718
ARID2	RASA1	9606.ENSP00000335044	9606.ENSP00000274376	0	0	0	0	0.066	0	0	0.393	0.409
ARID2	ATM	9606.ENSP00000335044	9606.ENSP00000278616	0	0	0	0	0.097	0	0	0.385	0.420
ARID2	HLTF	9606.ENSP00000335044	9606.ENSP00000308944	0	0	0	0	0.068	0.368	0	0.148	0.455
ARID2	TET2	9606.ENSP00000335044	9606.ENSP00000442788	0	0	0	0	0.083	0.156	0	0.341	0.445
ARID2	SHPRH	9606.ENSP00000335044	9606.ENSP00000356475	0	0	0	0	0.163	0.368	0	0.112	0.489
ARID2	NRAS	9606.ENSP00000335044	9606.ENSP00000358548	0	0	0	0	0.064	0.142	0	0.425	0.497
ARID2	PUM2	9606.ENSP00000335044	9606.ENSP00000338173	0	0	0	0	0.507	0.090	0	0.058	0.540
ARID2	PIK3R1	9606.ENSP00000335044	9606.ENSP00000428056	0	0	0	0	0	0.270	0	0.438	0.572
ARID2	MYSM1	9606.ENSP00000335044	9606.ENSP00000418734	0	0	0	0	0.200	0.585	0	0.543	0.835
ARL4A	MKKS	9606.ENSP00000379898	9606.ENSP00000246062	0	0	0	0	0.052	0.066	0	0.633	0.646
ARL4A	TDRD1	9606.ENSP00000379898	9606.ENSP00000251864	0	0	0	0	0.062	0.078	0	0.647	0.668
ARL4A	ZNF148	9606.ENSP00000379898	9606.ENSP00000353863	0	0	0	0	0	0.065	0	0.676	0.684
ARL4A	MON2	9606.ENSP00000379898	9606.ENSP00000377250	0	0	0	0	0	0.242	0	0.311	0.455
ARL4A	SNX13	9606.ENSP00000379898	9606.ENSP00000398789	0	0	0	0	0	0.057	0	0.511	0.520
ARL5A	BBS7	9606.ENSP00000295087	9606.ENSP00000264499	0	0	0	0	0.063	0.213	0	0.346	0.476
ARL5A	MON2	9606.ENSP00000295087	9606.ENSP00000377250	0	0	0	0	0	0.242	0	0.297	0.444
ARL5A	NEBL	9606.ENSP00000295087	9606.ENSP00000366326	0	0	0	0	0	0.078	0	0.566	0.583
ARL6	BBS7	9606.ENSP00000337722	9606.ENSP00000264499	0	0	0	0	0.130	0.761	0.600	0.362	0.940
ARL6	LZTFL1	9606.ENSP00000337722	9606.ENSP00000296135	0	0	0	0	0.126	0	0.900	0	0.908
ARL6	MON2	9606.ENSP00000337722	9606.ENSP00000377250	0	0	0	0	0	0.242	0	0.297	0.444
ARL6	TMEM67	9606.ENSP00000337722	9606.ENSP00000389998	0	0	0	0	0.062	0	0	0.433	0.445
ARMC8	SEC22A	9606.ENSP00000420333	9606.ENSP00000310521	0	0	0	0	0.075	0	0	0.394	0.415
ARMC8	MKLN1	9606.ENSP00000420333	9606.ENSP00000323527	0	0	0	0	0	0.415	0	0.865	0.918
ASAH1	BLOC1S6	9606.ENSP00000371152	9606.ENSP00000220531	0	0	0	0	0	0	0	0.634	0.634
ASAH1	GALC	9606.ENSP00000371152	9606.ENSP00000261304	0	0	0	0	0.062	0	0.900	0.539	0.953
ASAH1	UGT8	9606.ENSP00000371152	9606.ENSP00000311648	0	0	0	0	0.062	0	0.900	0.416	0.940
ASAH1	LPGAT1	9606.ENSP00000371152	9606.ENSP00000355964	0	0	0	0	0	0	0	0.451	0.451
ASAH1	ASAH2B	9606.ENSP00000371152	9606.ENSP00000363118	0	0	0	0	0	0	0	0.508	0.508
ASAH2B	ASAH1	9606.ENSP00000363118	9606.ENSP00000371152	0	0	0	0	0	0	0	0.508	0.508
ATAD1	CANX	9606.ENSP00000339017	9606.ENSP00000247461	0	0	0	0	0.390	0.212	0	0.106	0.533
ATAD1	GRIA2	9606.ENSP00000339017	9606.ENSP00000296526	0	0	0	0	0	0.230	0	0.488	0.589
ATAD1	LRRK2	9606.ENSP00000339017	9606.ENSP00000298910	0.111	0	0	0	0.055	0.360	0	0.056	0.425
ATAD1	ABCD2	9606.ENSP00000339017	9606.ENSP00000310688	0	0	0	0	0.064	0	0.900	0.416	0.940
ATAD1	EIF4E	9606.ENSP00000339017	9606.ENSP00000425561	0	0	0	0	0.643	0	0	0	0.643
ATAD1	PEX2	9606.ENSP00000339017	9606.ENSP00000349543	0	0	0	0	0	0	0.900	0.263	0.923
ATE1	TBC1D32	9606.ENSP00000224652	9606.ENSP00000381270	0	0	0	0	0	0	0	0.414	0.414
ATE1	UBA6	9606.ENSP00000224652	9606.ENSP00000313454	0	0	0	0	0.079	0	0	0.413	0.437
ATE1	TRIP12	9606.ENSP00000224652	9606.ENSP00000373696	0	0	0	0	0	0	0	0.616	0.616
ATF7IP	KITLG	9606.ENSP00000440440	9606.ENSP00000228280	0	0	0	0	0	0	0	0.496	0.496
ATF7IP	GPR128	9606.ENSP00000440440	9606.ENSP00000273352	0	0	0	0	0	0	0	0.674	0.674
ATF7IP	FAM208A	9606.ENSP00000440440	9606.ENSP00000417509	0	0	0	0	0.083	0	0	0.404	0.430
ATL2	KIAA1715	9606.ENSP00000368237	9606.ENSP00000272748	0	0	0	0	0.049	0	0	0.723	0.726
ATL2	RTN4	9606.ENSP00000368237	9606.ENSP00000337838	0	0	0	0	0.062	0.148	0	0.421	0.497
ATL2	MFAP3L	9606.ENSP00000368237	9606.ENSP00000354583	0	0	0	0	0	0	0	0.414	0.414
ATL2	TMEM67	9606.ENSP00000368237	9606.ENSP00000389998	0	0	0	0	0.062	0	0	0.670	0.677
ATM	EIF3E	9606.ENSP00000278616	9606.ENSP00000220849	0	0	0	0	0	0.270	0	0.475	0.600
ATM	RAD51AP1	9606.ENSP00000278616	9606.ENSP00000228843	0	0	0	0	0	0	0.600	0.271	0.695
ATM	SKP1	9606.ENSP00000278616	9606.ENSP00000231487	0	0	0	0	0	0	0	0.413	0.413
ATM	POLK	9606.ENSP00000278616	9606.ENSP00000241436	0	0	0	0	0.067	0	0.900	0.251	0.924
ATM	MDM2	9606.ENSP00000278616	9606.ENSP00000258149	0	0	0	0	0.062	0.733	0.900	0.873	0.996
ATM	BRIP1	9606.ENSP00000278616	9606.ENSP00000259008	0	0	0	0	0.065	0.076	0.800	0.567	0.915
ATM	TAOK1	9606.ENSP00000278616	9606.ENSP00000261716	0	0	0	0	0.134	0	0.900	0.123	0.917
ATM	PIK3C3	9606.ENSP00000278616	9606.ENSP00000262039	0	0	0	0.549	0.088	0.318	0	0.322	0.437
ATM	ANKRD32	9606.ENSP00000278616	9606.ENSP00000265140	0	0	0	0	0.082	0.131	0	0.505	0.570
ATM	NBN	9606.ENSP00000278616	9606.ENSP00000265433	0	0	0	0	0.064	0.914	0.900	0.993	0.999
ATM	PIK3C2A	9606.ENSP00000278616	9606.ENSP00000265970	0	0	0	0	0.122	0.318	0	0.230	0.499
ATM	SHPRH	9606.ENSP00000278616	9606.ENSP00000356475	0	0	0	0	0.197	0.058	0	0.274	0.403
ATM	MAD2L1	9606.ENSP00000278616	9606.ENSP00000296509	0	0	0	0	0.062	0	0	0.396	0.409
ATM	ARID2	9606.ENSP00000278616	9606.ENSP00000335044	0	0	0	0	0.097	0	0	0.385	0.420
ATM	TLK1	9606.ENSP00000278616	9606.ENSP00000411099	0	0	0	0	0.063	0	0	0.407	0.420
ATM	PIK3R1	9606.ENSP00000278616	9606.ENSP00000428056	0	0	0	0	0	0	0	0.422	0.422
ATM	CCNE2	9606.ENSP00000278616	9606.ENSP00000429089	0	0	0	0	0.062	0.064	0	0.398	0.425
ATM	TEN1-CDK3	9606.ENSP00000278616	9606.ENSP00000400088	0	0	0	0	0	0.078	0	0.413	0.436
ATM	TET2	9606.ENSP00000278616	9606.ENSP00000442788	0	0	0	0	0.083	0	0	0.417	0.442
ATM	RICTOR	9606.ENSP00000278616	9606.ENSP00000296782	0	0	0	0	0.081	0	0	0.420	0.445
ATM	PDE4D	9606.ENSP00000278616	9606.ENSP00000345502	0	0	0	0	0	0	0	0.453	0.453
ATM	PGR	9606.ENSP00000278616	9606.ENSP00000325120	0	0	0	0	0	0	0	0.454	0.454
ATM	E2F5	9606.ENSP00000278616	9606.ENSP00000398124	0	0	0	0	0.068	0	0	0.445	0.461
ATM	TPD52	9606.ENSP00000278616	9606.ENSP00000429309	0	0	0	0	0	0	0	0.463	0.463
ATM	DICER1	9606.ENSP00000278616	9606.ENSP00000437256	0	0	0	0	0.092	0	0	0.455	0.484
ATM	SMARCAD1	9606.ENSP00000278616	9606.ENSP00000351947	0	0	0	0	0.185	0.160	0	0.308	0.485
ATM	NRAS	9606.ENSP00000278616	9606.ENSP00000358548	0	0	0	0	0.064	0.083	0	0.448	0.485
ATM	ZEB1	9606.ENSP00000278616	9606.ENSP00000354487	0	0	0	0	0	0.270	0	0.325	0.486
ATM	XPO1	9606.ENSP00000278616	9606.ENSP00000384863	0	0	0	0	0.064	0	0	0.478	0.491
ATM	HLTF	9606.ENSP00000278616	9606.ENSP00000308944	0	0	0	0	0.112	0.058	0	0.448	0.498
ATM	TRIP12	9606.ENSP00000278616	9606.ENSP00000373696	0	0	0	0	0.186	0	0	0.410	0.499
ATM	ERBB4	9606.ENSP00000278616	9606.ENSP00000342235	0	0	0	0	0.063	0	0	0.532	0.542
ATM	WDHD1	9606.ENSP00000278616	9606.ENSP00000353793	0	0	0	0	0.062	0	0	0.544	0.554
ATM	DCLRE1A	9606.ENSP00000278616	9606.ENSP00000355185	0	0	0	0	0.079	0.270	0	0.420	0.576
ATM	POT1	9606.ENSP00000278616	9606.ENSP00000350249	0	0	0	0	0.065	0	0	0.590	0.601
ATM	FBXW7	9606.ENSP00000278616	9606.ENSP00000281708	0	0	0	0	0.065	0	0	0.606	0.615
ATM	HDAC2	9606.ENSP00000278616	9606.ENSP00000430432	0	0	0	0	0.055	0.175	0	0.614	0.673
ATM	CREB1	9606.ENSP00000278616	9606.ENSP00000387699	0	0	0	0	0.062	0.463	0	0.419	0.682
ATM	UBE2V2	9606.ENSP00000278616	9606.ENSP00000428209	0	0	0	0	0	0	0.600	0.334	0.722
ATM	ZNF148	9606.ENSP00000278616	9606.ENSP00000353863	0	0	0	0	0.064	0	0	0.719	0.725
ATM	MAPK8	9606.ENSP00000278616	9606.ENSP00000378974	0	0	0	0	0.049	0	0.600	0.459	0.776
ATM	RMI1	9606.ENSP00000278616	9606.ENSP00000317039	0	0	0	0	0.064	0.104	0.600	0.553	0.830
ATM	RAD9B	9606.ENSP00000278616	9606.ENSP00000376440	0	0	0	0	0.063	0.195	0.600	0.562	0.850
ATM	DNA2	9606.ENSP00000278616	9606.ENSP00000351185	0	0	0	0	0.062	0.526	0.600	0.877	0.975
ATM	WRN	9606.ENSP00000278616	9606.ENSP00000298139	0	0	0	0	0.152	0.658	0.600	0.833	0.978
ATP11C	BRWD3	9606.ENSP00000332756	9606.ENSP00000362372	0	0	0	0	0.634	0.056	0	0	0.639
ATP13A3	SLC13A1	9606.ENSP00000416508	9606.ENSP00000194130	0	0	0	0	0.088	0	0	0.627	0.645
ATP13A3	FRMD3	9606.ENSP00000416508	9606.ENSP00000303508	0	0	0	0	0	0	0	0.400	0.400
ATP13A3	ATP7A	9606.ENSP00000416508	9606.ENSP00000345728	0.045	0	0	0	0.063	0.089	0	0.704	0.726
ATP13A3	INTS2	9606.ENSP00000416508	9606.ENSP00000414237	0	0	0	0	0.065	0	0	0.406	0.421
ATP13A3	LPP	9606.ENSP00000416508	9606.ENSP00000482472	0	0	0	0	0.450	0	0	0	0.450
ATP2B1	CANX	9606.ENSP00000392043	9606.ENSP00000247461	0	0	0	0	0.063	0.303	0	0.187	0.423
ATP2B1	UCHL5	9606.ENSP00000392043	9606.ENSP00000356425	0	0	0	0	0.063	0	0	0.611	0.620
ATP2B1	NRAS	9606.ENSP00000392043	9606.ENSP00000358548	0	0	0	0	0.064	0.442	0	0	0.455
ATP2B1	PRKACB	9606.ENSP00000392043	9606.ENSP00000359719	0	0	0	0	0.088	0.057	0.600	0.109	0.652
ATP2B1	PRKG1	9606.ENSP00000392043	9606.ENSP00000363092	0	0	0	0	0.065	0	0.800	0.087	0.814
ATP2B1	SLC8A1	9606.ENSP00000392043	9606.ENSP00000384763	0	0	0	0	0.077	0.093	0	0.702	0.729
ATP2B1	ATP2C1	9606.ENSP00000392043	9606.ENSP00000421326	0	0	0.446	0.675	0.065	0.380	0	0.448	0.550
ATP2C1	SCN9A	9606.ENSP00000421326	9606.ENSP00000386306	0	0	0	0	0.063	0.323	0	0.139	0.406
ATP2C1	ATP2B1	9606.ENSP00000421326	9606.ENSP00000392043	0	0	0.446	0.675	0.065	0.380	0	0.448	0.550
ATP7A	KITLG	9606.ENSP00000345728	9606.ENSP00000228280	0	0	0	0	0	0	0	0.561	0.561
ATP7A	SLC30A6	9606.ENSP00000345728	9606.ENSP00000368648	0.075	0	0	0	0.151	0	0	0.649	0.700
ATP7A	ATP13A3	9606.ENSP00000345728	9606.ENSP00000416508	0.045	0	0	0	0.063	0.089	0	0.704	0.726
ATP7A	EIF4E	9606.ENSP00000345728	9606.ENSP00000425561	0	0	0	0	0.062	0	0	0.824	0.828
ATP8A1	MON2	9606.ENSP00000371084	9606.ENSP00000377250	0	0	0	0	0.110	0.212	0	0.305	0.470
BACH1	CREB1	9606.ENSP00000382805	9606.ENSP00000387699	0	0	0	0	0	0.275	0	0.227	0.416
BACH1	XPO1	9606.ENSP00000382805	9606.ENSP00000384863	0	0	0	0	0	0.581	0	0.349	0.715
BBS10	EIF3E	9606.ENSP00000376946	9606.ENSP00000220849	0	0	0	0	0.825	0	0	0.079	0.831
BBS10	KITLG	9606.ENSP00000376946	9606.ENSP00000228280	0	0	0	0	0	0	0	0.414	0.414
BBS10	MKKS	9606.ENSP00000376946	9606.ENSP00000246062	0	0	0	0	0.512	0.769	0.800	0.840	0.995
BBS10	PMPCB	9606.ENSP00000376946	9606.ENSP00000249269	0	0	0	0	0.253	0.177	0	0.189	0.457
BBS10	EIF2S1	9606.ENSP00000376946	9606.ENSP00000256383	0	0	0	0	0.344	0	0	0.393	0.584
BBS10	RANBP6	9606.ENSP00000376946	9606.ENSP00000259569	0	0	0	0	0.496	0.056	0	0.058	0.512
BBS10	OSBPL8	9606.ENSP00000376946	9606.ENSP00000261183	0	0	0	0	0.063	0	0	0.408	0.422
BBS10	BBS7	9606.ENSP00000376946	9606.ENSP00000264499	0	0	0	0	0.062	0.457	0.900	0.936	0.996
BBS10	FARSB	9606.ENSP00000376946	9606.ENSP00000281828	0	0	0	0	0.825	0.059	0	0.049	0.829
BBS10	LZTFL1	9606.ENSP00000376946	9606.ENSP00000296135	0	0	0	0	0	0	0	0.801	0.801
BBS10	HSPA4	9606.ENSP00000376946	9606.ENSP00000302961	0.047	0	0	0	0.562	0.176	0	0.079	0.640
BBS10	METAP2	9606.ENSP00000376946	9606.ENSP00000325312	0.052	0	0	0	0.131	0	0	0.415	0.475
BBS10	SMARCAD1	9606.ENSP00000376946	9606.ENSP00000351947	0	0	0	0	0.120	0.348	0	0	0.401
BBS10	NCBP1	9606.ENSP00000376946	9606.ENSP00000364289	0	0	0	0	0.517	0	0	0.058	0.525
BBS10	SUGT1	9606.ENSP00000376946	9606.ENSP00000367208	0	0	0	0	0.651	0.056	0	0.170	0.702
BBS10	FRS2	9606.ENSP00000376946	9606.ENSP00000447241	0	0	0	0	0	0	0	0.460	0.460
BBS10	TMEM67	9606.ENSP00000376946	9606.ENSP00000389998	0	0	0	0	0.062	0	0	0.538	0.548
BBS10	ZDHHC17	9606.ENSP00000376946	9606.ENSP00000403397	0	0	0	0	0.072	0.056	0	0.606	0.625
BBS10	HSPE1-MOB4	9606.ENSP00000376946	9606.ENSP00000474534	0.071	0	0	0	0.363	0.311	0	0.457	0.748
BBS10	NAP1L1	9606.ENSP00000376946	9606.ENSP00000477538	0	0	0	0	0.405	0	0	0.660	0.789
BBS7	MKKS	9606.ENSP00000264499	9606.ENSP00000246062	0	0	0	0	0.055	0.486	0.900	0.683	0.982
BBS7	ARL5A	9606.ENSP00000264499	9606.ENSP00000295087	0	0	0	0	0.063	0.213	0	0.346	0.476
BBS7	LRP2BP	9606.ENSP00000264499	9606.ENSP00000332681	0	0	0	0	0	0	0	0.524	0.524
BBS7	TMEM67	9606.ENSP00000264499	9606.ENSP00000389998	0	0	0	0	0.166	0	0	0.454	0.525
BBS7	KIFAP3	9606.ENSP00000264499	9606.ENSP00000354560	0	0	0	0	0.062	0	0	0.597	0.606
BBS7	TTC26	9606.ENSP00000264499	9606.ENSP00000419279	0	0	0	0	0.155	0	0	0.725	0.757
BBS7	ARL6	9606.ENSP00000264499	9606.ENSP00000337722	0	0	0	0	0.130	0.761	0.600	0.362	0.940
BBS7	LZTFL1	9606.ENSP00000264499	9606.ENSP00000296135	0	0	0	0	0.063	0.835	0.600	0.809	0.986
BBS7	BBS10	9606.ENSP00000264499	9606.ENSP00000376946	0	0	0	0	0.062	0.457	0.900	0.936	0.996
BCAP29	SLC6A15	9606.ENSP00000368414	9606.ENSP00000266682	0	0	0	0	0.057	0	0	0.439	0.448
BCAT1	PPAT	9606.ENSP00000443459	9606.ENSP00000264220	0	0	0	0	0.088	0	0	0.376	0.407
BCAT1	SLC6A15	9606.ENSP00000443459	9606.ENSP00000266682	0	0	0	0	0.086	0	0	0.372	0.402
BCAT1	THNSL1	9606.ENSP00000443459	9606.ENSP00000434887	0.165	0	0	0	0.065	0.142	0	0.216	0.404
BCLAF1	FXR1	9606.ENSP00000435210	9606.ENSP00000350170	0	0	0	0	0.206	0.431	0	0.074	0.545
BCLAF1	MATR3	9606.ENSP00000435210	9606.ENSP00000354346	0	0	0	0	0.633	0.270	0	0.214	0.771
BCLAF1	SYNCRIP	9606.ENSP00000435210	9606.ENSP00000358635	0	0	0	0	0.390	0	0	0.095	0.424
BCLAF1	RBMX	9606.ENSP00000435210	9606.ENSP00000359645	0	0	0	0	0.380	0	0	0.291	0.542
BCLAF1	MED13	9606.ENSP00000435210	9606.ENSP00000380888	0	0	0	0	0.083	0	0.540	0	0.560
BCLAF1	SRSF10	9606.ENSP00000435210	9606.ENSP00000420195	0	0	0	0	0.226	0	0	0.476	0.577
BCLAF1	TET2	9606.ENSP00000435210	9606.ENSP00000442788	0	0	0	0	0.062	0.270	0	0.438	0.581
BET1	CNIH1	9606.ENSP00000222547	9606.ENSP00000216416	0	0	0	0	0.136	0.057	0.900	0.075	0.914
BET1	STXBP5	9606.ENSP00000222547	9606.ENSP00000321826	0	0	0	0	0	0	0.540	0.107	0.571
BET1	COG6	9606.ENSP00000222547	9606.ENSP00000397441	0	0	0	0	0.062	0.058	0.600	0.595	0.838
BET1	CTSC	9606.ENSP00000222547	9606.ENSP00000227266	0	0	0	0	0	0	0.900	0	0.900
BET1	SEC22A	9606.ENSP00000222547	9606.ENSP00000310521	0	0	0	0	0.231	0.532	0.600	0.870	0.978
BLOC1S6	ASAH1	9606.ENSP00000220531	9606.ENSP00000371152	0	0	0	0	0	0	0	0.634	0.634
BLOC1S6	CTSC	9606.ENSP00000220531	9606.ENSP00000227266	0	0	0	0	0	0	0	0.638	0.638
BLOC1S6	AP3B1	9606.ENSP00000220531	9606.ENSP00000255194	0	0	0	0	0.062	0	0	0.751	0.757
BMP5	ACVR2A	9606.ENSP00000359866	9606.ENSP00000241416	0	0	0	0	0	0.150	0.800	0.534	0.914
BMP5	ACVR1C	9606.ENSP00000359866	9606.ENSP00000243349	0	0	0	0	0	0.259	0	0.360	0.506
BMP5	SSBP2	9606.ENSP00000359866	9606.ENSP00000483921	0	0	0	0	0	0	0	0.443	0.443
BMP5	TGFBR1	9606.ENSP00000359866	9606.ENSP00000364133	0	0	0	0	0	0.259	0	0.441	0.568
BMP5	SMAD5	9606.ENSP00000359866	9606.ENSP00000441954	0	0	0	0	0	0.148	0	0.578	0.625
BMP5	BMPR1B	9606.ENSP00000359866	9606.ENSP00000401907	0	0	0	0	0	0.259	0.800	0.629	0.940
BMPR1B	ACVR2A	9606.ENSP00000401907	9606.ENSP00000241416	0	0	0	0.789	0.096	0.348	0.800	0.881	0.895
BMPR1B	MSTN	9606.ENSP00000401907	9606.ENSP00000260950	0	0	0	0	0	0.150	0	0.489	0.547
BMPR1B	FSTL5	9606.ENSP00000401907	9606.ENSP00000305334	0	0	0	0	0	0	0	0.492	0.492
BMPR1B	BMP5	9606.ENSP00000401907	9606.ENSP00000359866	0	0	0	0	0	0.259	0.800	0.629	0.940
BMPR1B	SMAD5	9606.ENSP00000401907	9606.ENSP00000441954	0	0	0	0	0.064	0.260	0.900	0.738	0.979
BNIP2	BNIP3L	9606.ENSP00000267859	9606.ENSP00000370003	0	0	0	0	0	0.273	0	0.310	0.478
BNIP2	MEF2C	9606.ENSP00000267859	9606.ENSP00000340874	0	0	0	0	0	0	0.650	0.057	0.655
BNIP2	MAP2K6	9606.ENSP00000267859	9606.ENSP00000468348	0	0	0	0	0	0	0.900	0.223	0.919
BNIP3L	PIK3C3	9606.ENSP00000370003	9606.ENSP00000262039	0	0	0	0	0.062	0	0	0.598	0.607
BNIP3L	PPARGC1A	9606.ENSP00000370003	9606.ENSP00000264867	0	0	0	0	0	0	0	0.507	0.508
BNIP3L	BNIP2	9606.ENSP00000370003	9606.ENSP00000267859	0	0	0	0	0	0.273	0	0.310	0.478
BNIP3L	MFF	9606.ENSP00000370003	9606.ENSP00000302037	0	0	0	0	0.062	0	0	0.455	0.466
BNIP3L	LAMP2	9606.ENSP00000370003	9606.ENSP00000408411	0	0	0	0	0.062	0	0	0.405	0.418
BRIP1	RAD51AP1	9606.ENSP00000259008	9606.ENSP00000228843	0	0	0	0	0.225	0	0.600	0.065	0.685
BRIP1	POLK	9606.ENSP00000259008	9606.ENSP00000241436	0.052	0	0	0	0.084	0.070	0.900	0.150	0.918
BRIP1	GTF2H2C	9606.ENSP00000259008	9606.ENSP00000422907	0	0	0	0	0.062	0.347	0	0.150	0.433
BRIP1	MNAT1	9606.ENSP00000259008	9606.ENSP00000261245	0	0	0	0	0.051	0.373	0	0.185	0.472
BRIP1	GTF2H2	9606.ENSP00000259008	9606.ENSP00000328901	0	0	0	0	0.086	0.347	0	0.274	0.529
BRIP1	WDHD1	9606.ENSP00000259008	9606.ENSP00000353793	0	0	0	0	0.338	0.173	0	0.250	0.554
BRIP1	RAD9B	9606.ENSP00000259008	9606.ENSP00000376440	0	0	0	0	0.063	0	0.600	0.063	0.618
BRIP1	WRN	9606.ENSP00000259008	9606.ENSP00000298139	0	0	0	0	0.146	0.065	0.600	0.552	0.838
BRIP1	DNA2	9606.ENSP00000259008	9606.ENSP00000351185	0	0	0	0	0.179	0.062	0.600	0.538	0.839
BRIP1	NBN	9606.ENSP00000259008	9606.ENSP00000265433	0	0	0	0	0.062	0.486	0.600	0.587	0.909
BRIP1	ATM	9606.ENSP00000259008	9606.ENSP00000278616	0	0	0	0	0.065	0.076	0.800	0.567	0.915
BRIP1	RMI1	9606.ENSP00000259008	9606.ENSP00000317039	0	0	0	0	0.125	0.070	0.900	0.177	0.924
BRWD1	ZBTB41	9606.ENSP00000330753	9606.ENSP00000356375	0	0	0	0	0.093	0.058	0	0.415	0.457
BRWD1	RC3H2	9606.ENSP00000330753	9606.ENSP00000362774	0	0	0	0	0.599	0	0	0	0.599
BRWD3	TAOK1	9606.ENSP00000362372	9606.ENSP00000261716	0	0	0	0	0.647	0	0	0.189	0.701
BRWD3	RPS6KA6	9606.ENSP00000362372	9606.ENSP00000262752	0	0	0	0	0.329	0	0	0.432	0.603
BRWD3	PIK3C2A	9606.ENSP00000362372	9606.ENSP00000265970	0	0	0	0	0.644	0.176	0	0.147	0.728
BRWD3	RLIM	9606.ENSP00000362372	9606.ENSP00000328059	0	0	0	0	0.445	0.105	0	0.291	0.617
BRWD3	ATP11C	9606.ENSP00000362372	9606.ENSP00000332756	0	0	0	0	0.634	0.056	0	0	0.639
BRWD3	ALG13	9606.ENSP00000362372	9606.ENSP00000378260	0	0	0	0	0.325	0	0	0.155	0.405
BRWD3	PHF14	9606.ENSP00000362372	9606.ENSP00000385795	0	0	0	0	0.063	0.077	0	0.374	0.411
BRWD3	FAM46D	9606.ENSP00000362372	9606.ENSP00000443410	0	0	0	0	0.340	0	0	0.259	0.490
BRWD3	ZDHHC15	9606.ENSP00000362372	9606.ENSP00000362465	0	0	0	0	0.198	0	0	0.454	0.544
BTLA	P2RY10	9606.ENSP00000333919	9606.ENSP00000171757	0	0	0	0	0.615	0	0	0	0.615
BTLA	CD69	9606.ENSP00000333919	9606.ENSP00000228434	0	0	0	0	0.132	0	0	0.460	0.511
BTLA	GPR174	9606.ENSP00000333919	9606.ENSP00000276077	0	0	0	0	0.512	0	0	0	0.512
BTLA	THEMIS	9606.ENSP00000333919	9606.ENSP00000357231	0	0	0	0	0.110	0	0	0.353	0.400
BTLA	PAX5	9606.ENSP00000333919	9606.ENSP00000350844	0	0	0	0	0.187	0	0	0.309	0.414
C12orf4	CLHC1	9606.ENSP00000261250	9606.ENSP00000384869	0	0	0	0	0	0	0	0.520	0.520
C12orf4	CPNE8	9606.ENSP00000261250	9606.ENSP00000329748	0	0	0	0	0.064	0	0	0.702	0.709
C15orf41	IMPA1	9606.ENSP00000455397	9606.ENSP00000408526	0	0	0	0	0	0	0	0.462	0.462
C2CD5	EXOC6	9606.ENSP00000443204	9606.ENSP00000260762	0	0	0	0	0	0	0.900	0	0.900
C2CD5	PUS10	9606.ENSP00000443204	9606.ENSP00000326003	0	0	0	0	0	0	0	0.490	0.490
C2orf88	TMEM194B	9606.ENSP00000345107	9606.ENSP00000386292	0	0	0	0	0	0	0	0.636	0.636
C8orf22	TUSC3	9606.ENSP00000304926	9606.ENSP00000424544	0	0	0	0	0	0	0	0.497	0.497
C9orf72	SLC1A2	9606.ENSP00000482753	9606.ENSP00000278379	0	0	0	0	0	0	0	0.459	0.459
C9orf72	MBNL1	9606.ENSP00000482753	9606.ENSP00000282486	0	0	0	0	0	0	0	0.564	0.564
C9orf72	LRRK2	9606.ENSP00000482753	9606.ENSP00000298910	0	0	0	0	0	0	0	0.562	0.562
C9orf72	MATR3	9606.ENSP00000482753	9606.ENSP00000354346	0	0	0	0	0	0	0	0.704	0.704
C9orf72	LINGO2	9606.ENSP00000482753	9606.ENSP00000369328	0	0	0	0	0	0	0	0.682	0.682
C9orf72	HNRNPA3	9606.ENSP00000482753	9606.ENSP00000376309	0	0	0	0	0	0	0	0.674	0.674
CACNB4	ACVR2A	9606.ENSP00000438949	9606.ENSP00000241416	0	0	0	0	0	0	0	0.547	0.547
CACNB4	CATSPERB	9606.ENSP00000438949	9606.ENSP00000256343	0	0	0	0	0	0	0.720	0.094	0.735
CACNB4	PPP2R5A	9606.ENSP00000438949	9606.ENSP00000261461	0	0	0	0	0	0.104	0.600	0	0.626
CACNB4	SCN3A	9606.ENSP00000438949	9606.ENSP00000283254	0	0	0	0	0.096	0.346	0	0.098	0.420
CACNB4	GRIA2	9606.ENSP00000438949	9606.ENSP00000296526	0	0	0	0	0.172	0	0	0.342	0.432
CACNB4	SCN1A	9606.ENSP00000438949	9606.ENSP00000303540	0	0	0	0	0.167	0.346	0	0.571	0.746
CACNB4	PPP2R5E	9606.ENSP00000438949	9606.ENSP00000337641	0	0	0	0	0	0.104	0.600	0.049	0.629
CACNB4	PDE4D	9606.ENSP00000438949	9606.ENSP00000345502	0	0	0	0	0	0	0.540	0	0.540
CACNB4	MAPK10	9606.ENSP00000438949	9606.ENSP00000352157	0	0	0	0	0.128	0	0	0.423	0.475
CACNB4	PRKACB	9606.ENSP00000438949	9606.ENSP00000359719	0	0	0	0	0.062	0	0.600	0.120	0.641
